image,prompt,path
0012.png,"several people in white shirts and knee pads are on the ground, in a war - torn desert village, medieval times, hidden camera photo, japanese vfx, blackening effect, masqua, gray men, shintoism, massacre",me trying to wake up.csv
0015.png,"several men in white suits are fighting with swords and other people, time - lapse, realflow, historical armor, a colorized photo, dynamic stretching, catapults, white belt, fantasy shield, inspired by Georges Stein, crutches, brawl",me trying to wake up.csv
0004.png,"several people are gathered around a cow laying on the ground, army of robotic penguins, muddy embankment, action photo, extreme motion blur on people, wearing dark maritime clothing, photo taken in 2018, multiple illusory arms, humanoids, laying on sand, disaster, in this ominous scene, digital restoration, cleared forest, puppies, people are wearing masks",me trying to wake up.csv
0003.png,"several people are gathered around a dead animal on the ground, hajime no ipo box fight, face covered in mud, volcanoes, wearing facemask and sunglasses, workers, pictured from the shoulders up, fish flocks, battle action shot, white shirts, miners, helpless",me trying to wake up.csv
0009.png,"several people in white suits and helmets are fighting with each other, strange levitating stones, photo taken in 2018, in chuquicamata, out-of-focus background, debris spread, domino mask, blackening effect, landslides, legs replaced with human legs, rollerbladers",me trying to wake up.csv
0000.png,"several people are working on a pile of debris in the dirt, mexican desert, scrape them, dvd screencapture, by Dave Arredondo, running towards the camera, tables and chairs, helpless, full subject shown in photo, broken tiles, -w 768, bending down slightly",me trying to wake up.csv
0007.png,"there are many people on the beach playing with a ball, standing atop a pile of rubble, mocap, volodymyr zelensky at war, inspired by Okada Beisanjin, stolen footage, near lake baikal, in chuquicamata, powerful imagery, battle action shot, skintight suits, disaster, workers, csp",me trying to wake up.csv
0024.png,"there are many birds that are on the ground with bags, combat drone strike war footage, boissb - blanca. j, revealing clothes, his body buried in the sand, 2019, draped in flowing fabric, flying aircrafts, person in foreground, torn fabric, -w 768, screengrab, by Sheikh Hamdullah, adaptive armor",me trying to wake up.csv
0023.png,"there are many birds that are laying on the ground, somalia, wearing a plastic garbage bag, necromorph, tamandua, washed up, troops searching the area, nicovideo, 2019, boissb - blanca. j, smart textiles, sharknado, h 7 6 8, by Oswaldo Guayasamín, government archive, donkey, suit made of stars",me trying to wake up.csv
0016.png,"several people are carrying bags of garbage on the street, movie still of aztec cyborg, digital 3 d, necromorph, crash landing, speeding on motorcycle, e621, white lava, gigapixel photo, workers, 144p, scp-914, ultra 8k quality, boissb - blanca. j, spinning hands and feet",me trying to wake up.csv
0011.png,"people in white suits and white hats are doing a trick, inspired by Jeremy Geddes, made of bees, lucha libre, fighting stance energy, screenshot from guro anime, on the surface of an asteroid, muddy ground, wearing facemask and sunglasses, real bats, scp, bee",me trying to wake up.csv
0018.png,"there are many people sitting on the ground with their bags, still from the movie sharknado, necromorph, mexico, flying mud, flowing realistic fabric, hdpe, hidden camera photo, flock of birds, raytrayced, photo realisitc, bending down slightly, by Itō Seiu, assemble",me trying to wake up.csv
0006.png,"several people are gathered around a bunch of birds on the ground, standing close to volcano, covered in mud, wearing skating helmet, subsiding floodwaters, youtube video screenshot, by Ray Crooke, grey rubber undersuit, csp, groups of happy humans, rubble, july 2 0 1 1, feet in water, swirling scene in forest, wash, foto",me trying to wake up.csv
0001.png,"several people are working on a bird that is laying on the ground, movie still of aztec cyborg, dry river bed, 2019, tamandua, extreme motion blur on people, wearing torn clothes, full subject shown in photo, multiple illusory arms, low quality video, tornadoes",me trying to wake up.csv
0008.png,"people are walking through a pile of trash on the ground, pyroclastic flow, aomori japan, taliban, video still, motorbike, crowds of people praying, july 2 0 1 1, the victim is in the center, forest of neckties, black bandage on arms, explosion background, blast",me trying to wake up.csv
0019.png,"there are many people standing around a pile of trash on the street, trending at gitmo, inspired by Shunbaisai Hokuei, wearing a full-head gasmask, 2013, dvd screencapture, group photo, massacre, pictured from the shoulders up, jean shorts, grey robes, 2019, ds, lying on the woods path",me trying to wake up.csv
0010.png,"several people are playing with pigeons in a park, volcano eruption, choreographed fight scene, inspired by Abdullah Gërguri, human skulls on ground, screenshot from guro anime, multicam uniform, lucha libre, photo taken in 2018, screengrab, sprinting, inspired by Kamāl ud-Dīn Behzād",me trying to wake up.csv
0017.png,"several people are gathered around a man on a skateboard, un made bed, inspired by Alejandro Obregón, youtube video screenshot, people running away, in chuquicamata, pallet, crowdy, coban, panning shot, head straight down",me trying to wake up.csv
0022.png,"there are many bags and bags of trash on the ground, combat drone strike war footage, afar, 2010, standing in a shallow river, dead bodies scattered in mud, in chuquicamata, wearing wide sunhat, hasanabi, after effects, from left, 16:9, destroyed clothes",me trying to wake up.csv
0025.png,"several people are working on a beach with a dog and a cat, in chuquicamata, nicovideo, by Troels Wörsel, broken tiles, hands which exchange seeds, screengrab, damaged floor, by Sheikh Hamdullah, oil spills, at an archaeological dig site, hdpe, birds, floods, trending on interfacelift, boissb - blanca. j",me trying to wake up.csv
0009.png,"a close up of a door handle on a wooden door, reaction-diffusion pattern, wet reflective concrete, inspired by Leon Wyczółkowski, rows of doors, screenshot from a movie, by Kōno Michisei, fossil, an engraving, tokujin yoshioka, cgi rendering, pat steir, antialiasing, beautiful high contrast woodcut",Enabled_00004_.csv
0007.png,"a close up of a door with a handle and a handle, rippling trees, inspired by Pierre Soulages, official product image, smouldering charred timber, containing tables and walls, extremely detailed water texture, textures. com, epic diptych, engraved texture, tokujin yoshioka, aspect ratio 16:9, sea floor, finely textured",Enabled_00004_.csv
0000.png,"there is a black and white photo of a door with a handle, insanely detailed linework, liquid painting, by Vladimír Vašíček, woven with electricity, inspired by Junji Ito, still from animated horror movie, by Jarosław Jaśnikowski, used tape, rippling magic",Enabled_00004_.csv
0011.png,"there is a toilet paper on a toilet paper holder in a bathroom, film grain and noise, carved in wood, still from a movie, toasted bread in toaster slots, circa 1958, opart, look at that detail!, still image from tv series, surf photography, door, disconnected shapes, engraved",Enabled_00004_.csv
0001.png,"there is a black and white photo of a cat peeking out of a door, datamosh, japanese wood cut, by Per Kirkeby, detail, black vertical slatted timber, cymatics, charles burns, naturalistic technique, brian griffin, cracked paint, eduard pronin, interference, magnification, rivulets, art »",Enabled_00004_.csv
0006.png,"a close up of a door with a handle and a handle, black ambient background, seamless wood texture, highly detailed-h 704, inspired by Shōzō Shimamoto, detailed scenery —width 672, aliasing visible, grey colours, diptych, flash image, aspect ratio 16:9, water texture, dark grey wolf",Enabled_00004_.csv
0008.png,"a close up of a door with a handle and a handle, extremely detailed water texture, beautiful high contrast woodcut, by Peter Zumthor, high - resolution photograph, coper cladding, inspired by Chris Friel, coated pleats, by Kanō Sanraku, grey colours, sand texture, inspired by Jiao Bingzhen",Enabled_00004_.csv
0010.png,"there is a close up of a door handle on a door, reaction-diffusion pattern, on display in a fossil museum, tonal topstitching, inspired by Leon Wyczółkowski, wet concrete, inspired by György Rózsahegyi, salt dunes, palm lines, jean paul gaultier, diptych, ripples",Enabled_00004_.csv
0013.png,"there is a black and white photo of a wall with a clock, houdini fluid simulation, jean giraud 8 k, stanley donwood, wood grain, aardman animations, mind-bending geometry, metallic shutter, rotten wood, cartoon network stillframe, by Jacob Toorenvliet",Enabled_00004_.csv
0014.png,"there is a close up of a black and white photo of a dress, animated cinematography, water running down the walls, synthetic polymer paint on linen, depth of field, under a shower, 2 0 1 5 cinematography, pouring techniques, by Waldo Peirce, zebra stripes, lain serial experiments",Enabled_00004_.csv
0005.png,"a close up of a door with a handle and a handle, black ambient background, seamless wood texture, reduce duplication interference, coper cladding, sea floor, a pair of ribbed, single pine, highly detailed-h 704, dark grey wolf, mottling coloring",Enabled_00004_.csv
0002.png,"a close up of a cat peeking out of a wooden door, schlieren flow visualisation, aerial shot, wires connected, salt dunes, black paint flows down, hypnotic dimensions, aluminum, shot from a drone, award - winning pencil drawing, experimental techniques, rippling trees, by Robert Goodnough, in thick layers of rhythms, eye reflection",Enabled_00004_.csv
0015.png,"there is a man in a striped shirt holding a knife, ferrofluid oceans, shot on 16mm film, flowstatepaint, wolff olins |, detailed visible brushmarks, cinematografic, wooden bark armor, liquid polished metal, inspired by Tibor Czorba, zebra, filmgrain",Enabled_00004_.csv
0012.png,"there is a black and white photo of a bathroom with a toilet, metallic patterns, 2 4 mm leica anamorphic lens, zebra, dof, jelly - like texture. photograph, drums, by Henriett Seth F., metal with chipped paint texture, reflected chrome",Enabled_00004_.csv
